compound_id	compound_name	evidence_source	evidence_note
cpd00262	Oxalyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00263	Pyridoxol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00264	Spermidine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00265	Amylopectin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00266	Carnitine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00267	Sphingoid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00268	Thiosulfate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00269	2-Oxoadipate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00270	Caffeoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00271	Ferricyanide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00272	GDP-L-fucose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00273	Glycoprotein	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00274	Citrulline	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00275	L-Kynurenine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00276	D-Glucosamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00277	Deoxyguanosine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00278	Indolepyruvate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00279	Acetoacetyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00280	D-Galacturonate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00281	GABA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00282	S-Dihydroorotate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00283	Geranyldiphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00284	6-Phospho-D-gluconate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00285	Phosphoethanolamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00286	Undecaprenylphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00287	3-Oxo-2-methylpropanoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00288	D-Glucosamine phosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00289	Geranylgeranyl diphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00290	D-fructose-1,6-bisphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00291	L-Dopa	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00292	HMG-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00293	N-Acetyl-D-glucosamine 6-phosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00294	dAMP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00295	dGDP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00296	dGMP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00297	dTDP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00298	dTMP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00299	dUMP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00300	Urate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00301	Sterol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00302	Zeatin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00303	Elastin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00304	Retinal	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00305	Thiamin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00306	Xylitol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00307	Cytosine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00308	Malonate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00309	Xanthine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00310	Carnosine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00311	Guanosine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00312	Histamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00313	Quercetin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00314	D-Mannitol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00315	GDP-glucose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00316	Pyrimidine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00317	Tobramycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00318	Tryptamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00319	L-Menthol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00320	D-Aspartate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00321	Feruloyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00322	L-Isoleucine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00323	L-Pipecolate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00324	Methanethiol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00325	Progesterone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00326	Sinapoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00327	strcoa	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00328	Streptomycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00329	Cyclohexanone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00330	Dihydrofolate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00331	cis-Aconitate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00332	Mevalonic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00333	(E)-Cinnamate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00334	L-Lactaldehyde	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00335	Dehydroascorbate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00336	Prostaglandin H2	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00337	Hydrouracil	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00338	5-Aminolevulinate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00339	5-Aminopentanoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00340	2,5-Dioxopentanoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00341	N-Carbamoylputrescine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00342	N-Acetylornithine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00343	N-Carbamoyl-L-aspartate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00344	N-Formimino-L-glutamate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00345	5-Methyltetrahydrofolate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00346	L-Aspartate4-semialdehyde	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00347	5-10-Methenyltetrahydrofolate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00348	D-Galactose 1-phosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00349	Sedoheptulose 1,7-bisphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00350	Farnesyldiphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00351	Saccharopine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00352	delta1-Piperideine-6-L-carboxylate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00353	D-threo-Isocitric acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00354	NDP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00355	Nicotinamide ribonucleotide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00356	dCTP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00357	TTP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00358	dUTP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00359	indol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00360	Purine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00361	(R)-acetoin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00362	Estrone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00363	Ethanol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00364	Chinone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00365	Retinol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00366	Ribitol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00367	Cytidine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00368	D-Lyxose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00369	Ecdysone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00370	Lichenan	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00371	Propanal	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00372	Pyrazole	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00373	Sinapate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00374	Tyramine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00375	Arylamide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00376	Bilirubin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00378	Formamide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00379	Glutarate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00380	Itaconate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00381	L-Cystine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00382	Melitose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00383	Shikimate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00384	Sisomicin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00385	Sulochrin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00386	D-Malate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00387	ADPglucose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00388	Allantoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00389	Biliverdin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00390	CDP-glucose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00391	D-Xylonate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00392	Phycite	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00393	Folate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00394	Gentamicin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00395	L-Cysteate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00396	L-Rhamnose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00397	L-Ribulose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00398	Naringenin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00399	Oleoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00400	Acrylate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00401	Benzoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00402	CDPglycerol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00403	D-Mannonate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00404	D-Ornithine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00405	Hexadecanal	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00406	Hypotaurine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00407	Limonene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00408	Pantoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd00409	Androsterone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
